"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
diagnosis_vfp_tumor,diagnosis_voice_disorders_vocal_fold_paralysis,,radio,"Tumor invading RLN - Subcategory","1, Brain | 2, Chest | 3, Neck",,,,,,"[diagnosis_vfp_etiology] = 3",y,,,,,
diagnosis_vfp_dse,diagnosis_voice_disorders_vocal_fold_paralysis,"4. Disease Severity",radio,"Degree of Glottic Gap","1, Small | 2, Moderate | 3, Large",,,,,,,y,,,,,
diagnosis_vfp_degree_text,diagnosis_voice_disorders_vocal_fold_paralysis,,descriptive,"Degree of dysphonia

CAPE-V scale",,,,,,,,,,,,,
diagnosis_vfp_degree_legend,diagnosis_voice_disorders_vocal_fold_paralysis,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 98.3993%;""> <p>Legend: <span style=""font-weight: normal;"">C- Sonsistent I = Intermittent<br /></span><span style=""font-weight: normal;"">                MI = Mildly Deviant<br /></span><span style=""font-weight: normal;"">                MO = Moderately Deviant<br /></span><span style=""font-weight: normal;"">                SE = Severely Deviant</span></p> </td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
diagnosis_degree_os,diagnosis_voice_disorders_vocal_fold_paralysis,,slider,"Overall Severity","MI | MO | SE",,number,,,,,y,RH,,,,
diagnosis_degree_os_2,diagnosis_voice_disorders_vocal_fold_paralysis,,radio,"Overall Severity","1, Consistent | 2, Intermittent",,,,,,,y,RH,,,,
diagnosis_degree_r,diagnosis_voice_disorders_vocal_fold_paralysis,,slider,Roughness,"MI | MO | SE",,number,,,,,y,RH,,,,
diagnosis_degree_r_2,diagnosis_voice_disorders_vocal_fold_paralysis,,radio,Roughness,"1, Consistent | 2, Intermittent",,,,,,,y,RH,,,,
diagnosis_degree_b,diagnosis_voice_disorders_vocal_fold_paralysis,,slider,Breathiness,"MI | MO | SE",,number,,,,,y,RH,,,,
diagnosis_degree_b_2,diagnosis_voice_disorders_vocal_fold_paralysis,,radio,Breathiness,"1, Consistent | 2, Intermittent",,,,,,,y,RH,,,,
diagnosis_degree_s,diagnosis_voice_disorders_vocal_fold_paralysis,,slider,Strain,"MI | MO | SE",,number,,,,,y,RH,,,,
diagnosis_degree_s_2,diagnosis_voice_disorders_vocal_fold_paralysis,,radio,Strain,"1, Consistent | 2, Intermittent",,,,,,,y,RH,,,,
diagnosis_degree_p_nature,diagnosis_voice_disorders_vocal_fold_paralysis,,text,"Pitch
(Indicate the nature of the abnormality):",,,,,,,,y,RH,,,,
diagnosis_degree_p,diagnosis_voice_disorders_vocal_fold_paralysis,,slider,Pitch,"MI | MO | SE",,number,,,,,y,RH,,,,
diagnosis_degree_p_2,diagnosis_voice_disorders_vocal_fold_paralysis,,radio,Pitch,"1, Consistent | 2, Intermittent",,,,,,,y,RH,,,,
diagnosis_degree_l_nature,diagnosis_voice_disorders_vocal_fold_paralysis,,text,"Loudness
(Indicate the nature of the abnormality):",,,,,,,,y,RH,,,,
diagnosis_degree_l,diagnosis_voice_disorders_vocal_fold_paralysis,,slider,Loudness,"MI | MO | SE",,number,,,,,y,RH,,,,
diagnosis_degree_l_2,diagnosis_voice_disorders_vocal_fold_paralysis,,radio,Loudness,"1, Consistent | 2, Intermittent",,,,,,,y,RH,,,,
diagnosis_degree_comments,diagnosis_voice_disorders_vocal_fold_paralysis,,radio,"Comments about resonance","1, Normal | 2, Other",,,,,,,y,RH,,,,
diagnosis_degree_comments_other,diagnosis_voice_disorders_vocal_fold_paralysis,,text,"Please specify",,,,,,,"[diagnosis_degree_comments] = 2",,RH,,,,
diagnosis_degree_comments_other_2,diagnosis_voice_disorders_vocal_fold_paralysis,,text,"Additional Features
(for example, diplophonia, fry, falsetto, asthenia, aphonia, pitch instability, tremor, wet/gurgly, or other relevant terms):",,,,,,,,,RH,,,,
diagnosis_vfp_treatment,diagnosis_voice_disorders_vocal_fold_paralysis,"5. Treatment obtained",radio,"Has the patient undergone any treatment for his condition?","1, Surgery | 2, Speech therapy | 3, No treatment",,,,,,,y,,,,,
diagnosis_vfp_treatment_surgery,diagnosis_voice_disorders_vocal_fold_paralysis,,radio,"Surgery - Subcategory","1, Thyroplasty | 2, Vocal fold injection augmentation",,,,,,"[diagnosis_vfp_treatment] = 1",,,,,,
diagnosis_vfp_treatment_surgery_thyroplasty,diagnosis_voice_disorders_vocal_fold_paralysis,,radio,"Thyroplasty - Subcategory","1, Goretex | 2, Silastic",,,,,,"[diagnosis_vfp_treatment_surgery] = 1",y,,,,,
diagnosis_vfp_treatment_surgery_vfia,diagnosis_voice_disorders_vocal_fold_paralysis,,radio,"Vocal fold injection augmentation - Subcategory","1, Caha | 2, Gel | 3, Hyaluronic Acid augmentation | 4, Fat injection",,,,,,"[diagnosis_vfp_treatment_surgery] = 2",y,,,,,
diagnosis_bipolar_gsd,diagnosis_mood_disorders_bipolar_disorder,"1. Gold Standard Diagnosis",radio,Diagnosis,"bipolar_1, Bipolar I disorder | bipolar_2, Bipolar II disorder | cyclothymia, Cyclothymic disorder (cyclothymia) | other, Other specified and unspecified bipolar and related disorders",,,,,,,y,,,,,
diagnosis_bipolar_gsd_interview,diagnosis_mood_disorders_bipolar_disorder,,yesno,"Was a structured clinical interview done?",,,,,,,,y,,,,,
diagnosis_bipolar_gsd_oqu,diagnosis_mood_disorders_bipolar_disorder,,yesno,"Was an objective questionnaire used?",,,,,,,,y,,,,,
diagnosis_bipolar_gsd_oquw,diagnosis_mood_disorders_bipolar_disorder,,radio,"Which objective questionnaire was used?","phq9, Patient Health Questionnaire (PHQ-9) | hamD, HAM-D | bdi, Beck Depression Inventory (BDI) | other, Other",,,,,,"[diagnosis_bipolar_gsd_oqu]=""1""",y,,,,,
diagnosis_bipolar_gsd_oqu_other,diagnosis_mood_disorders_bipolar_disorder,,text,"Please specify",,,,,,,"[diagnosis_bipolar_gsd_oquw]=""other""",y,,,,,
diagnosis_bipolar_active_problems,diagnosis_mood_disorders_bipolar_disorder,"2. Medical and Psychiatric comorbidities",text,"Enter list of active problems",,,,,,,,y,,,,,
diagnosis_bipolar_history_problems,diagnosis_mood_disorders_bipolar_disorder,,text,"Enter any history of problems",,,,,,,,,,,,,
diagnosis_bipolar_subtype_active,diagnosis_mood_disorders_bipolar_disorder,"3. Disease Subtype",radio,"Disease Subtype","active, Active | recurrent, Recurrent",,,,,,,y,,,,,
diagnosis_bipolar_psychotic,diagnosis_mood_disorders_bipolar_disorder,,radio,"Psychotic Symptoms","with, With | without, Without",,,,,,,y,,,,,
diagnosis_bipolar_etiology,diagnosis_mood_disorders_bipolar_disorder,"4. Etiology",text,"Describe life events that may relate to the diagnosis",,,,,,,,y,,,,,
diagnosis_bipolar_severity,diagnosis_mood_disorders_bipolar_disorder,"5. Disease Severity",radio,"Disease Severity","mild, Mild | moderate, Moderate | severe, Severe",,,,,,,y,,,,,
diagnosis_bipolar_current_med_therapies,diagnosis_mood_disorders_bipolar_disorder,"6. Treatment obtained",text,"List any current medications/therapies",,,,,,,,,,,,,
diagnosis_bipolar_former_med_therapies,diagnosis_mood_disorders_bipolar_disorder,,text,"List any former medications/therapies",,,,,,,,,,,,,
diagnosis_depression_gsd,diagnosis_mood_disorders_depression_or_major_depre,"1. Gold Standard Diagnosis",radio,Diagnosis,"clinical_depression, Clinical depression (major depressive disorder) | pdd, Persistent depressive disorder (PDD) | dmdd, Disruptive mood dysregulation disorder (DMDD) | pmdd, Premenstrual dysphoric disorder (PMDD) | other, Depressive disorder due to another medical condition",,,,,,,y,,,,,
diagnosis_depression_clinical_subcategory,diagnosis_mood_disorders_depression_or_major_depre,,radio,"Clinical depression (major depressive disorder) Subcategory","seasonal_depression, Seasonal affective disorder (seasonal depression) | prenatal_postpartum_depression, Prenatal depression and postpartum depression | atypical_depression, Atypical depression",,,,,,"[diagnosis_depression_gsd] = ""clinical_depression""",y,,,,,
diagnosis_depression_gsd_interview,diagnosis_mood_disorders_depression_or_major_depre,,yesno,"Was a structured clinical interview done?",,,,,,,,y,,,,,
diagnosis_depression_gsd_oqu,diagnosis_mood_disorders_depression_or_major_depre,,yesno,"Was an objective questionnaire used?",,,,,,,,y,,,,,
diagnosis_depression_gsd_oquw,diagnosis_mood_disorders_depression_or_major_depre,,radio,"Which objective questionnaire was used?","phq9, Patient Health Questionnaire (PHQ-9) | hamD, HAM-D | bdi, Beck Depression Inventory (BDI) | other, Other",,,,,,"[diagnosis_depression_gsd_oqu]=""1""",y,,,,,
diagnosis_depression_gsd_oqu_other,diagnosis_mood_disorders_depression_or_major_depre,,text,"Please specify",,,,,,,"[diagnosis_depression_gsd_oquw]=""other""",y,,,,,
diagnosis_bipolar_active_problems_depression,diagnosis_mood_disorders_depression_or_major_depre,"2.	Medical and Psychiatric comorbidities",text,"Enter list of active problems",,,,,,,,y,,,,,
diagnosis_bipolar_history_problems_depression,diagnosis_mood_disorders_depression_or_major_depre,,text,"Enter any history of problems",,,,,,,,,,,,,
diagnosis_bipolar_subtype_active_depression,diagnosis_mood_disorders_depression_or_major_depre,"3.	Disease Subtype",radio,"Disease Subtype","active, Active | recurrent, Recurrent",,,,,,,y,,,,,
diagnosis_bipolar_psychotic_depression,diagnosis_mood_disorders_depression_or_major_depre,,radio,"Psychotic Symptoms","with, With | without, Without",,,,,,,y,,,,,
diagnosis_bipolar_etiology_depression,diagnosis_mood_disorders_depression_or_major_depre,"4.	Etiology",text,"Describe life events that may relate to the diagnosis",,,,,,,,y,,,,,
diagnosis_bipolar_severity_depression,diagnosis_mood_disorders_depression_or_major_depre,"5.	Disease Severity",radio,"Disease Severity","mild, Mild | moderate, Moderate | severe, Severe",,,,,,,y,,,,,
diagnosis_bipolar_current_med_therapies_depression,diagnosis_mood_disorders_depression_or_major_depre,"6.	Treatment obtained",text,"List any current medications/therapies",,,,,,,,,,,,,
diagnosis_bipolar_former_med_therapies_depression,diagnosis_mood_disorders_depression_or_major_depre,,text,"List any former medications/therapies",,,,,,,,,,,,,
session_id,session,,text,"Session ID",,,,,,,,y,,,,," @READONLY"
session_status,session,,radio,"Session Status","1, In Progress | 2, Completed",,,,,,,y,,,,," @READONLY"
session_started_at,session,,text,"Session Started At",,,,,,,,,,,,," @READONLY"
session_completed_at,session,,text,"Session Completed At",,,,,,,,,,,,," @READONLY"
session_duration,session,,text,"Session Duration (seconds)",,,number,0,,,,,,,,," @READONLY"
session_site,session,,radio,"Session Site?","USF, USF | WCM, WCM | MIT, MIT",,,,,,,y,,,,," @READONLY"
acoustic_task_id,acoustic_task,,text,"Acoustic Task ID",,,,,,,,y,,,,," @READONLY"
acoustic_task_session_id,acoustic_task,,text,"Session ID",,,,,,,,y,,,,," @READONLY"
acoustic_task_name,acoustic_task,,text,"Acoustic Task Name",,,,,,,,y,,,,," @READONLY"
acoustic_task_cohort,acoustic_task,,text,"Acoustic Task Cohort",,,,,,,,y,,,,," @READONLY"
acoustic_task_status,acoustic_task,,radio,"Acoustic Task Status","1, Skipped | 2, Completed",,,,,,,,,,,," @READONLY"
acoustic_task_started_at,acoustic_task,,text,"Acoustic Task Started At",,,,,,,,,,,,," @READONLY"
acoustic_task_completed_at,acoustic_task,,text,"Acoustic Task Completed At",,,,,,,,,,,,," @READONLY"
acoustic_task_duration,acoustic_task,,text,"Acoustic Task Duration (seconds)",,,number,0,,,,,,,,," @READONLY"
recording_id,recording,,text,"Recording ID",,,,,,,,y,,,,," @READONLY"
recording_acoustic_task_id,recording,,text,"Acoustic Task ID",,,,,,,,y,,,,," @READONLY"
recording_session_id,recording,,text,"Session ID",,,,,,,,y,,,,," @READONLY"
recording_name,recording,,text,"Recording Name",,,,,,,,y,,,,," @READONLY"
recording_filepath,recording,,text,"Recording Filepath",,,,,,,,y,,,,,
recording_storage_account,recording,,text,"Storage Account",,,,,,,,y,,,,," @READONLY"
recording_file_share,recording,,text,"File Share",,,,,,,,y,,,,," @READONLY"
recording_duration,recording,,text,"Duration (Seconds)",,,,,,,,y,,,,," @READONLY"
recording_size,recording,,text,"Recording Size (KiB)",,,,,,,,y,,,,," @READONLY"
recording_created_at,recording,,text,"File Created At",,,,,,,,,,,,," @READONLY"
recording_profile,recording,,radio,"Recording Profile Version","1, v1.0.0",,,,,,,y,,,,," @READONLY"
demographics_session_id,questionnaire_across_all_cohorts_demographics,"Questionnaire - Metadata",text,"Session ID",,,,,,,,y,,,,," @READONLY"
demographics_started_at,questionnaire_across_all_cohorts_demographics,,text,"Questionnaire Started At",,,,,,,,,,,,," @READONLY"
demographics_completed_at,questionnaire_across_all_cohorts_demographics,,text,"Questionnaire Completed At",,,,,,,,,,,,," @READONLY"
demographics_duration,questionnaire_across_all_cohorts_demographics,,text,"Questionnaire Duration (seconds)",,,number,0,,,,,,,,," @READONLY"
city,questionnaire_across_all_cohorts_demographics,Address,text,City,,,,,,,,,,,,,
state_province,questionnaire_across_all_cohorts_demographics,,text,State/Province,,,,,,,,,,,,,
zipcode,questionnaire_across_all_cohorts_demographics,,text,Zipcode,,,zipcode,,,,,,,,,,
country,questionnaire_across_all_cohorts_demographics,,dropdown,Country,"1, USA",,,,,,,y,,,,,
gender_identity,questionnaire_across_all_cohorts_demographics,"Patient Demographics",radio,"What is your gender identity?","man, Cis Man: same gender as the sex assigned at birth | woman, Cis Woman: same gender as the sex assigned at birth | nonBinary, Non-binary | transMan, Trans man | transWoman, Trans woman | other, Other (please specify) | noAnswer, Prefer not to answer",,,,,,,y,,,,,
other_gender_identity,questionnaire_across_all_cohorts_demographics,,text,"If you selected ""other"" for gender identity, please specify:",,,,,,,[gender_identity]='other',,,,,,
sexual_orientation,questionnaire_across_all_cohorts_demographics,,radio,"What is your sexual orientation?","bisexual, Bisexual | heterosexual, Heterosexual | homosexual, Homosexual | other, Other (Please specify) | noAnswer, Prefer not to answer",,,,,,,y,,,,,
other_sex_orientation,questionnaire_across_all_cohorts_demographics,,text,"If you selected ""other"" for sexual orientation, please specify:",,,,,,,[sexual_orientation]='other',,,,,,
race_ethnicity,questionnaire_across_all_cohorts_demographics,,checkbox,"What is your race/ethnicity?

(Choose all that apply)","1, Black | 2, Brown | 3, White | 4, North African | 5, Sub-Saharan African | 6, African American | 7, Latin American | 8, Indigenous, First Nation | 9, Caribbean | 10, Central Asian | 11, East Asian | 12, South Asian | 13, Southeast Asian | 14, Eastern European | 15, Northern European | 16, Southern European | 17, Western European | 18, Hispanic or Latino/a/x | 19, Middle Eastern | 20, Pacific Islander | 21, Romani | 22, Race and/or ethnicity not listed, please specify | 23, Prefer not to answer",,,,,,,y,,,,,
other_raceeth_specify,questionnaire_across_all_cohorts_demographics,,text,"If race/ethnicity not listed above, please specify:",,,,,,,"[race_ethnicity(22)] = ""1""",,,,,,
edu_level,questionnaire_across_all_cohorts_demographics,,radio,"What is your highest level of education?","1, No education | 2, Some elementary school | 3, Some high school | 4, High school diploma | 5, Some college | 6, Associate's degree | 7, Bachelor's degree | 8, Some post-graduate work | 9, Graduate degree | 10, Other (Please specify) | 11, Prefer not to answer",,,,,y,,y,,,,,
other_edu_level,questionnaire_across_all_cohorts_demographics,,text,"If you selected ""other"" level of education, please specify:",,,,,,,"[edu_level]=""10""",,,,,,
disability_status,questionnaire_across_all_cohorts_demographics,,radio,"What is your disability status?","ableBodied, Able-bodied | disabledAbleToWork, Disabled, able to work | disabledUnableToWork, Disabled, unable to work | noAnswer, Prefer not to answer",,,,,,,y,,,,,
disabilities,questionnaire_across_all_cohorts_demographics,,checkbox,"What types of disability(ies) do you experience?

(Choose all that apply)","1, Vision | 2, Movement | 3, Thinking | 4, Remembering | 5, Learning | 6, Communicating | 7, Hearing | 8, Mental Health | 9, Social Relationships",,,,,,"[disability_status] = 'disabledAbleToWork' or [disability_status] = 'disabledUnableToWork'",,,,,,
disabilities_others,questionnaire_across_all_cohorts_demographics,,text,"Please specify your disability(ies)? Consider those that are visible to others and those that are not visible to others.",,,,,,,"[disability_status] = 2 or [disability_status] = 3",,,,,,
employ_status,questionnaire_across_all_cohorts_demographics,,checkbox,"What is your employment status?

Choose all that apply
","1, Employed, freelance | 2, Employed, full time | 3, Employed, part time | 4, Employed, multiple part time jobs | 5, Student | 6, Self-employed | 7, Retired | 8, Unemployed | 9, Other (Please specify)",,,,,,,y,,,,,
other_employ_specify,questionnaire_across_all_cohorts_demographics,,notes,"<div class=""rich-text-field-label""><p>If you selected ""other"" employment status, please specify.</p></div>",,,,,,,"[employ_status(9)] = ""1""",,,,,,
occupation,questionnaire_across_all_cohorts_demographics,,text,"What is your occupation?",,,,,,,,,,,,,
veteran,questionnaire_across_all_cohorts_demographics,,yesno,"Are you a veteran?",,,,,,,,y,,,,,
income_share,questionnaire_across_all_cohorts_demographics,"Demographics - Optional",radio,"Would you like to share your estimated household income?","1, Yes | 2, Prefer not to answer",,,,,,,y,,,,,
est_income,questionnaire_across_all_cohorts_demographics,,text,"What is your estimated annual household income?",,,,,,,[income_share]='1',,,,,,
assistance_programs,questionnaire_across_all_cohorts_demographics,,checkbox,"Do you take advantage of any of the following programs? 
Choose all that apply","1, Supplemental Security Income (SSI) | 2, Supplemental Nutrition Assistance Program (SNAP) | 3, Special Supplemental Nutrition Program for Women, Infants, and Children (WIC) | 4, Temporary Assistance for Needy Families (TANF), including Pass through Child Support | 5, General Assistance (GA)",,,,,,,,,,,,
immigration_status,questionnaire_across_all_cohorts_demographics,,radio,"What is your immigration status?","1, US citizen | 2, US permanent resident [Green card holder] | 3, Non-citizen US national | 4, Refugee | 5, Asylum seeker | 6, Non-immigrant student | 7, Non-immigrant worker | 8, Prefer not to answer",,,,,,,y,,,,,
marital_status,questionnaire_across_all_cohorts_demographics,,checkbox,"What is your marital status?
Choose all that apply","1, Single | 2, In a relationship, not married, living with partner | 3, In a relationship, not married, not living with partner | 4, Married | 5, Separated | 6, Divorced | 7, Widowed",,,,,,,,,,,,
housing_status,questionnaire_across_all_cohorts_demographics,,radio,"What is your current housing status?","1, Assisted living | 2, Live with parent/care giver | 3, Own home | 4, Rent home | 5, Skilled nursing facility/nursing home | 6, Unhoused-temporarily | 7, Unhoused-permanently",,,,,,,y,,,,,
household_count,questionnaire_across_all_cohorts_demographics,,text,"<div class=""rich-text-field-label""><p>How many people live in your household? <br /><em>Please specify a number</em></p></div>",,,number,,,,,y,,,,,
spouse_partner_sig_other,questionnaire_across_all_cohorts_demographics,"Who lives with you? Choose all that apply",radio,"Spouse/partner/significant other","1, Yes | 0, No",,,,,,[household_count]>0,,,,live_with_household,,
children,questionnaire_across_all_cohorts_demographics,,radio,"One or more children","1, Yes | 0, No",,,,,,[household_count]>0,,,,live_with_household,,
parent,questionnaire_across_all_cohorts_demographics,,radio,"One or more parent","1, Yes | 0, No",,,,,,[household_count]>0,,,,live_with_household,,
grandparent,questionnaire_across_all_cohorts_demographics,,radio,"One or more grandparent","1, Yes | 0, No",,,,,,[household_count]>0,,,,live_with_household,,
other_live_with,questionnaire_across_all_cohorts_demographics,,radio,Other,"1, Yes | 0, No",,,,,,[household_count]>0,,,,live_with_household,,
others_household_specify,questionnaire_across_all_cohorts_demographics,,text,"If ""others"" live in your household, please specify:",,,,,,,"[other_live_with]=""1""",,,,,,
transportation_yn,questionnaire_across_all_cohorts_demographics,,yesno,"Do you have a reliable mode of transportation?",,,,,,,,y,,,,,
primary_transportation,questionnaire_across_all_cohorts_demographics,,radio,"What is your primary mode of transportation?","1, Personal vehicle | 2, Shared vehicle | 3, Public transporation | 4, Ride with someone else | 5, Ride service | 6, Bicycle/Motorbike | 7, Walking | 8, Other (Please specify)",,,,,,"[transportation_yn]=""1""",,,,,,
other_transportation,questionnaire_across_all_cohorts_demographics,,text,"If you selected ""other"" transportation, please specify.",,,,,,,"[primary_transportation]=""8""",,,,,,
confounders_session_id,questionnaire_across_all_cohorts_confounders,"Questionnaire - Metadata",text,"Session ID",,,,,,,,y,,,,," @READONLY"
confounders_started_at,questionnaire_across_all_cohorts_confounders,,text,"Questionnaire Started At",,,,,,,,,,,,," @READONLY"
confounders_completed_at,questionnaire_across_all_cohorts_confounders,,text,"Questionnaire Completed At",,,,,,,,,,,,," @READONLY"
confounders_duration,questionnaire_across_all_cohorts_confounders,,text,"Questionnaire Duration (seconds)",,,number,0,,,,,,,,," @READONLY"
is_regular_smoker,questionnaire_across_all_cohorts_confounders,SMOKING,yesno,"Have you been a regular smoker or not within the last 3 years?",,,,,,,"[dementia] = ""1""",,,,,,
smoking_hx,questionnaire_across_all_cohorts_confounders,,radio,"<div class=""rich-text-field-label""><p>Have you ever smoked regularly (more than a few times a month for at least two months)?<br /><em><span style=""font-weight: normal;"">This includes tobacco, cannabis, vapes, e-cigarettes, hookah, or pipes.</span></em></p></div>","never, I've never smoked regularly | past, I used to smoke | currently, I currently smoke",,,,,,"[dementia] != ""1""",y,,,,,
age_start_smoking,questionnaire_across_all_cohorts_confounders,,text,"At what age did you start smoking?",,,number,,,,"[smoking_hx]=""2"" or [smoking_hx]=""3""",,,,,,
age_stop_smoking,questionnaire_across_all_cohorts_confounders,,text,"At what age did you stop smoking?",,,number,,,,"[smoking_hx]=""2"" or [smoking_hx]=""3""",,,,,,
smoking_types,questionnaire_across_all_cohorts_confounders,,checkbox,"Please select smoking types used (Check all that apply)","1, Tobacco cigarettes | 2, Cannabis joints, bong, pipe | 3, Vapes | 4, e-cigarettes | 5, Hookah | 6, Pipes | 7, Other (Please specify)",,,,,,"[smoking_hx]=""2"" or [smoking_hx]= ""3""",,,,,,
other_smoking_specify,questionnaire_across_all_cohorts_confounders,,text,"If you selected ""other"" for smoking type, please specify:",,,,,,,"[smoking_types(7)]=""1""",,RH,,,,
smoking_freq,questionnaire_across_all_cohorts_confounders,,radio,"How often do/did you smoke?","multipleTimes, Multiple times a day | onceDay, About once a day | fewWeek, A few times a week | fewMonth, A few times a month | fewYear, A few times a year",,,,,,"[smoking_hx]=""2"" or [smoking_hx]=""3""",,,,,,
alcohol_yn,questionnaire_across_all_cohorts_confounders,"ALCOHOL CONSUMPTION",yesno,"Do you drink alcohol?",,,,,,,,y,,,,,
alcohol_freq,questionnaire_across_all_cohorts_confounders,,radio,"<div class=""rich-text-field-label""><p>How often do you have at least one drink containing alcohol?<br /><em><span style=""font-weight: normal;"">Drinks can be beer, wine, shots of liquor, cocktails containing a shot of liquor</span></em></p></div>","1, Never | 2, Monthly or less | 3, 2 - 4 times a month | 4, 2 - 3 times a week | 5, 4 or more times a week",,,,,,"[alcohol_yn]=""1""",,,,,,
alcohol_amt,questionnaire_across_all_cohorts_confounders,,radio,"<div class=""rich-text-field-label""><p>How many drinks containing alcohol do you have on a typical day when you are drinking?<br /><span style=""font-weight: normal;""><em>One drink is 12 oz. beer, 5 oz. wine, 1.5 oz. (one shot) liquor</em></span></p></div>","1, 0 - 2 | 2, 3 or 4 | 3, 5 or 6 | 4, 7 or 9 | 5, 10 or more",,,,,,"[alcohol_yn]=""1""",,,,,,
alcohol_today,questionnaire_across_all_cohorts_confounders,,yesno,"Have you drunk alcohol today?",,,,,,,"[alcohol_yn]=""1""",,,,,,
drinks_today_number,questionnaire_across_all_cohorts_confounders,,text,"How many drinks have you had today?",,,number,,,,"[alcohol_today]=""1""",,,,,,
alcohol_rehab,questionnaire_across_all_cohorts_confounders,,yesno,"Have you ever required rehab/counseling for heavy alcohol use?",,,,,,,"[alcohol_yn]=""1""",,,,,,
current_recovery_alcohol,questionnaire_across_all_cohorts_confounders,,yesno,"Are you currently in recovery for alcohol use?",,,,,,,"[alcohol_yn]=""1""",,,,,,
recreational_drug_use,questionnaire_across_all_cohorts_confounders,"SUBSTANCE USE",yesno,"<div class=""rich-text-field-label""><p>How many times in the past year have you used a recreational substance or used a prescription medication for nonmedical reasons?<br /><em><span style=""font-weight: normal;"">Recreational substances include methamphetamines (speed, crystal), cannabis (marijuana, pot), inhalants (paint thinner, aerosol, glue), tranquilizers (Valium), barbiturates, cocaine, ecstasy, hallucinogens (LSD, mushrooms), or narcotics (heroin).</span></em></p> <p>More than one</p></div>",,,,,,,,y,,,,,
substance_use_recovery,questionnaire_across_all_cohorts_confounders,,yesno,"Are you currently in recovery for substance use?",,,,,,,"[recreational_drug_use]=""1""",,,,,,
painkillers,questionnaire_across_all_cohorts_confounders,"During the past TWO (2) WEEKS, about how often did you use any of the following medicines ON YOUR OWN, that is, without a doctor's prescription, in greater amounts or longer than prescribed?",radio,"Painkillers (like Vicodin)","none, Not at all | oneOrTwoDays, One or two days | severalDays, Several days | moreThanHalfTheDays, More than half the days | nearlyEveryDay, Nearly every day",,,,,,"[recreational_drug_use]=""1""",,,,substance_use_options,,
stimulants,questionnaire_across_all_cohorts_confounders,,radio,"Stimulants (like Ritalin, Adderall)","none, Not at all | oneOrTwoDays, One or two days | severalDays, Several days | moreThanHalfTheDays, More than half the days | nearlyEveryDay, Nearly every day",,,,,,"[recreational_drug_use]=""1""",,,,substance_use_options,,
sedatives,questionnaire_across_all_cohorts_confounders,,radio,"Sedatives or tranquilizers (like sleeping pills or Valium)","none, Not at all | oneOrTwoDays, One or two days | severalDays, Several days | moreThanHalfTheDays, More than half the days | nearlyEveryDay, Nearly every day",,,,,,"[recreational_drug_use]=""1""",,,,substance_use_options,,
marijuana,questionnaire_across_all_cohorts_confounders,,radio,Marijuana,"none, Not at all | oneOrTwoDays, One or two days | severalDays, Several days | moreThanHalfTheDays, More than half the days | nearlyEveryDay, Nearly every day",,,,,,"[recreational_drug_use]=""1""",,,,substance_use_options,,
cocaine,questionnaire_across_all_cohorts_confounders,,radio,"Cocaine or crack","none, Not at all | oneOrTwoDays, One or two days | severalDays, Several days | moreThanHalfTheDays, More than half the days | nearlyEveryDay, Nearly every day",,,,,,"[recreational_drug_use]=""1""",,,,substance_use_options,,
club_drugs,questionnaire_across_all_cohorts_confounders,,radio,"Club drugs (like ecstasy)","none, Not at all | oneOrTwoDays, One or two days | severalDays, Several days | moreThanHalfTheDays, More than half the days | nearlyEveryDay, Nearly every day",,,,,,"[recreational_drug_use]=""1""",,,,substance_use_options,,
hallucinogens,questionnaire_across_all_cohorts_confounders,,radio,"Hallucinogens (like LSD)","none, Not at all | oneOrTwoDays, One or two days | severalDays, Several days | moreThanHalfTheDays, More than half the days | nearlyEveryDay, Nearly every day",,,,,,"[recreational_drug_use]=""1""",,,,substance_use_options,,
heroin,questionnaire_across_all_cohorts_confounders,,radio,Heroin,"none, Not at all | oneOrTwoDays, One or two days | severalDays, Several days | moreThanHalfTheDays, More than half the days | nearlyEveryDay, Nearly every day",,,,,,"[recreational_drug_use]=""1""",,,,substance_use_options,,
inhalants,questionnaire_across_all_cohorts_confounders,,radio,"Inhalants or solvents (like glue)","none, Not at all | oneOrTwoDays, One or two days | severalDays, Several days | moreThanHalfTheDays, More than half the days | nearlyEveryDay, Nearly every day",,,,,,"[recreational_drug_use]=""1""",,,,substance_use_options,,
methamphetamine,questionnaire_across_all_cohorts_confounders,,radio,"Methamphetamine (like speed)","none, Not at all | oneOrTwoDays, One or two days | severalDays, Several days | moreThanHalfTheDays, More than half the days | nearlyEveryDay, Nearly every day",,,,,,"[recreational_drug_use]=""1""",,,,substance_use_options,,
caffeine_intake,questionnaire_across_all_cohorts_confounders,"CAFFEINE INTAKE",text,"How many 8 oz / 230 ml / (small) cups of coffee OR shots of espresso OR caffeinated teas have you had today?",,,number,,,,,y,,,,,
hydration,questionnaire_across_all_cohorts_confounders,HYDRATION,text,"How many 8 oz / 230 ml (small) cups of water have you had today?",,,number,,,,,y,,,,,
