"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
diagnosis_as_ds_ac,diagnosis_respiratory_disorders_airway_stenosis,,radio,"Grade of Stenosis (Aziz Classification of Supraglottic Stenosis)","grade1, Grade 1 | grade2, Grade 2 | grade3, Grade 3 | grade4, Grade 4 | unsure, Unsure",,,,,,"[diagnosis_as_ds] = 'supraglotticStenosis'",y,,,,,
diagnosis_as_ds_bc_ref,diagnosis_respiratory_disorders_airway_stenosis,,descriptive,"Degree of Stenosis (Bogdasarian Classification)
Picture for reference",,,,,,,"[diagnosis_as_ds] = 'glotticStenosis' or [diagnosis_as_ds] = 'trachealStenosis'",,,,,,
diagnosis_as_ds_ac_grade_4,diagnosis_respiratory_disorders_airway_stenosis,,radio,"Grade of Stenosis (Aziz Classification of Supraglottic Stenosis)","grade4t, Grade 4T | grade4g, Grade 4G | grade4tg, Grade 4TG",,,,,,"[diagnosis_as_ds] = 'supraglotticStenosis' and [diagnosis_as_ds_ac] = 'gradeIV'",y,,,,,
diagnosis_as_ds_ods,diagnosis_respiratory_disorders_airway_stenosis,,radio,"How would you subjectively classify the overall degree of stenosis?","mild, Mild | moderate, Moderate | severe, Severe",,,,,,,y,,,,,
diagnosis_as_treatment,diagnosis_respiratory_disorders_airway_stenosis,"5. Treatment obtained",radio,"What treatment has the patient undergone for their stenosis?","noTreatment, No treatment | surgery, Surgery | inOfficeTreatment, In-office treatment",,,,,,,y,,,,,
diagnosis_as_treatment_surgery,diagnosis_respiratory_disorders_airway_stenosis,,radio,"Surgery options","endoscopicIntervention, Endoscopic intervention with Laser and Balloon dilation and steroid injection | endoscopicExcision, Endoscopic laser wedge excision | laryngotrachealReconstruction, Laryngotracheal reconstruction | laryngotracheoplasty, Laryngotracheoplasty (Maddern procedure) | tracheostomy, Tracheostomy",,,,,,"[diagnosis_as_treatment] = 'surgery'",y,,,,,
diagnosis_as_treatment_in_office,diagnosis_respiratory_disorders_airway_stenosis,,radio,"In-office treatment options","steroidInjection, Steroid injection(s) | dilation, In-office dilation | laser, In-office laser",,,,,,"[diagnosis_as_treatment] = 'inOfficeTreatment'",y,,,,,
diagnosis_alz_dementia_mci_gsd_clinical_history,diagnosis_neurological_and_neurogenerative_disorde,"1. Gold Standard Diagnosis
Does the patient have Major Neurocognitive Disorder - Alzheimer's Type, Mild Cognitive Impairment or other types of dementia confirmed by going through
(must fill at least one):",text,"Clinical history:",,,,,,,,,,,,,
diagnosis_alz_dementia_mci_gsd_functional_inventory,diagnosis_neurological_and_neurogenerative_disorde,,text,"Functional Inventory:",,,,,,,,,,,,,
diagnosis_alz_dementia_mci_gsd_cognitive_testing,diagnosis_neurological_and_neurogenerative_disorde,,text,"Cognitive Testing:",,,,,,,,,,,,,
diagnosis_alz_dementia_mci_gsd_other_investigations,diagnosis_neurological_and_neurogenerative_disorde,,text,"Other investigations:",,,,,,,,,,,,,
diagnosis_alz_dementia_mci_causes,diagnosis_neurological_and_neurogenerative_disorde,,radio,"Have you excluded other causes of cognitive/functional changes (and/or other subtypes)?","no, No | yes, Yes | notCertain, Not certain",,,,,,,y,,,,,
diagnosis_alz_dementia_mci_dt,diagnosis_neurological_and_neurogenerative_disorde,"2. Disease Type",radio,"Specify the disease type in the patient:","mci, Mild Cognitive Impairment (MCI) | ad, Typical Alzheimer's Disease (AD) | ftd, Frontotemporal Dementia (FTD) | lbd, Lewy Body Dementia (LBD) | vad, Vascular Dementia (VaD) | mixed, Mixed Dementia (e.g., AD and VaD) | other, Other",,,,,,,y,,,,,
diagnosis_alz_dementia_mci_dt_other,diagnosis_neurological_and_neurogenerative_disorde,,text,"If you selected ""other"", please specify:",,,,,,,"[diagnosis_alz_dementia_mci_dt] = 'other'",y,,,,,
diagnosis_alz_dementia_mci_etiology,diagnosis_neurological_and_neurogenerative_disorde,"3. Etiology",checkbox,"What is the suspected or known etiology in the patient?","genetic_factors, Genetic factors | age_related_changes, Age-related changes | other_medical_conditions, Other medical conditions (e.g., vascular factors, traumatic brain injury) | substance_related, Substance-related (e.g., alcohol-induced cognitive impairment) | other, Other",,,,,,,y,,,,,
diagnosis_alz_dementia_mci_etiology_gf,diagnosis_neurological_and_neurogenerative_disorde,,checkbox,"Genetic Factors Subcategory","familial_alzheimers_disease, Familial Alzheimer's disease (e.g., mutations in APP, PSEN1, PSEN2 genes) | apolipoprotein_e, Apolipoprotein E (APOE) ε4 allele | other_genetic_factors, Other genetic factors",,,,,,"[diagnosis_alz_dementia_mci_etiology(genetic_factors)] = 1",y,,,,,
diagnosis_alz_dementia_mci_etiology_gf_other,diagnosis_neurological_and_neurogenerative_disorde,,text,"If you selected ""Other genetic factors"", please specify:",,,,,,,"[diagnosis_alz_dementia_mci_etiology_gf(other_genetic_factors)] = 1",y,,,,,
diagnosis_alz_dementia_mci_etiology_other_medical_conditions,diagnosis_neurological_and_neurogenerative_disorde,,text,"If you selected ""other medical conditions"", please specify:",,,,,,,"[diagnosis_alz_dementia_mci_etiology(other_medical_conditions)] = 1",y,,,,,
diagnosis_alz_dementia_mci_etiology_other,diagnosis_neurological_and_neurogenerative_disorde,,text,"If you selected ""other"", please specify:",,,,,,,"[diagnosis_alz_dementia_mci_etiology(other)] = 1",y,,,,,
diagnosis_alz_dementia_mci_ds,diagnosis_neurological_and_neurogenerative_disorde,"4. Disease Severity",checkbox,"What is the current stage/severity of cognitive impairment or dementia in the patient?","mci, Mild cognitive impairment (MCI) | cdr, Clinical dementia rating (CDR) staging",,,,,,,y,,,,,
diagnosis_alz_dementia_mci_ds_cdr,diagnosis_neurological_and_neurogenerative_disorde,,radio,"Clinical dementia rating (CDR) staging subcategory:","cdr0_5, CDR 0.5 (Very mild impairment) | cdr1, CDR 1 (Mild impairment) | cdr2, CDR 2 (Moderate impairment) | cdr3, CDR 3 (Severe impairment)",,,,,,"[diagnosis_alz_dementia_mci_ds(cdr)] = 1",y,,,,,
diagnosis_alz_dementia_mci_ca_rudas_score,diagnosis_neurological_and_neurogenerative_disorde,"5. Cognitive Assessment
(must fill at least one)",text,"Rowland Universal Dementia Assessment Scale (RUDAS) score:",,,,,,,,,,,,,
diagnosis_alz_dementia_mci_ca_mmse_score,diagnosis_neurological_and_neurogenerative_disorde,,text,"Mini-Mental State Examination (MMSE) score:",,,,,,,,,,,,,
diagnosis_alz_dementia_mci_ca_moca_score,diagnosis_neurological_and_neurogenerative_disorde,,text,"Montreal Cognitive Assessment (MoCA) score:",,,,,,,,,,,,,
diagnosis_alz_dementia_mci_ca_adas_cog_score,diagnosis_neurological_and_neurogenerative_disorde,,text,"Alzheimer's Disease Assessment Scale-Cognitive Subscale (ADAS-Cog) score:",,,,,,,,,,,,,
diagnosis_alz_dementia_mci_ca_other,diagnosis_neurological_and_neurogenerative_disorde,,text,"Other cognitive assessment tool (Please Specify):",,,,,,,,,,,,,
diagnosis_alz_dementia_mci_ca_other_score,diagnosis_neurological_and_neurogenerative_disorde,,text,"Other cognitive assessment tool score:",,,,,,,,,,,,,
diagnosis_alz_dementia_mci_treatment_obtained,diagnosis_neurological_and_neurogenerative_disorde,"6. Treatment Obtained",radio,"Has the patient undergone any treatment for Alzheimer's disease or cognitive impairment or other types of dementia?","yes, Yes | no, No",,,,,,,y,,,,,
diagnosis_alz_dementia_mci_treatment_obtained_yes,diagnosis_neurological_and_neurogenerative_disorde,,checkbox,Yes,"medications, Medications | npi, Non-pharmacological interventions",,,,,,"[diagnosis_alz_dementia_mci_treatment_obtained] = 'yes'",y,,,,,
diagnosis_alz_dementia_mci_treatment_obtained_yes_medications,diagnosis_neurological_and_neurogenerative_disorde,,checkbox,Medications:,"cholinesterase_inhibitors, Cholinesterase inhibitors (e.g., Donepezil, Rivastigmine, Galantamine) | nmda_receptor_antagonist, NMDA receptor antagonist (e.g., Memantine) | other, Other",,,,,,"[diagnosis_alz_dementia_mci_treatment_obtained] = 'yes' and [diagnosis_alz_dementia_mci_treatment_obtained_yes(medications)] = 1",y,,,,,
diagnosis_alz_dementia_mci_treatment_obtained_yes_medications_other,diagnosis_neurological_and_neurogenerative_disorde,,text,"If you selected ""Other"", please specify:",,,,,,,"[diagnosis_alz_dementia_mci_treatment_obtained] = 'yes' and [diagnosis_alz_dementia_mci_treatment_obtained_yes(medications)] = 1 and [diagnosis_alz_dementia_mci_treatment_obtained_yes_medications(other)] = 1",y,,,,,
diagnosis_alz_dementia_mci_treatment_obtained_yes_npi,diagnosis_neurological_and_neurogenerative_disorde,,checkbox,"Non-pharmacological interventions:","day_program, Day program | cognitive_simulation_therapy, Cognitive stimulation therapy | reality_orientation_therapy, Reality orientation therapy | reminiscence_therapy, Reminiscence therapy | physical_exercise_program, Physical exercise program | dietary_modifications, Dietary modifications | other, Other",,,,,,"[diagnosis_alz_dementia_mci_treatment_obtained] = 'yes' and [diagnosis_alz_dementia_mci_treatment_obtained_yes(npi)] = 1",y,,,,,
diagnosis_alz_dementia_mci_treatment_obtained_yes_npi_other,diagnosis_neurological_and_neurogenerative_disorde,,text,"If you selected ""Other"", please specify:",,,,,,,"[diagnosis_alz_dementia_mci_treatment_obtained] = 'yes' and [diagnosis_alz_dementia_mci_treatment_obtained_yes(npi)] = 1 and [diagnosis_alz_dementia_mci_treatment_obtained_yes_npi(other)] = 1",y,,,,,
diagnosis_parkinsons_gsd_category_1,diagnosis_neurological_and_neurogenerative_di_ee01,"1. Gold Standard Diagnosis
Does the patient meet the diagnostic criteria for Parkinson's Disease (Parkinsonism) based on presence of:",checkbox,"Category 1 - Parkinsonism","bradykinesia, Bradykinesia | tremor, Tremor | rigidity, Rigidity",,,,,,,y,,,,,
diagnosis_parkinsons_gsd_category_1_calculation,diagnosis_neurological_and_neurogenerative_di_ee01,,text,"Category 1 Criteria Met",,,,,,,,,,,,," @CALCTEXT(if(([diagnosis_parkinsons_gsd_category_1(bradykinesia)] && ([diagnosis_parkinsons_gsd_category_1(tremor)] || [diagnosis_parkinsons_gsd_category_1(rigidity)])), 'Yes', 'No'))"
diagnosis_parkinsons_gsd_category_2,diagnosis_neurological_and_neurogenerative_di_ee01,,checkbox,"Category 2 - Exclusion criteria","cerebellar_abnormalities, Cerebellar abnormalities | supranuclear_gaze_palsy, Supranuclear gaze palsy | bvf_ftd_ppa, Diagnosis of behavioral variant of frontotemporal dementia or primary progressive aphasia within 5 years of disease onset | lower_limbs, Parkinsonian features restricted to the lower limbs for more than 3 years | dopamine_treatment, Treatment with a dopamine receptor blocker or dopamine depleting agent consistent with drug-induced parkinsonism | absence_of_response, Absence of a response to high-dose levodopa despite at least moderate disease severity | cortical_sensory_loss, Cortical sensory loss, clear limb ideomotor apraxia, or progressive aphasia | dat_scan, Normal functional imaging of the dopaminergic system (""DAT scan"") | alternative_condition, Diagnosis of alternative condition causing parkinsonism which could be causing the symptoms",,,,,,,,,,,,
diagnosis_parkinsons_gsd_category_2_calculation,diagnosis_neurological_and_neurogenerative_di_ee01,,text,"Category 2 Criteria Met",,,,,,,,,,,,," @CALCTEXT(if(([diagnosis_parkinsons_gsd_category_2(cerebellar_abnormalities)] || [diagnosis_parkinsons_gsd_category_2(supranuclear_gaze_palsy)] || [diagnosis_parkinsons_gsd_category_2(bvf_ftd_ppa)] || [diagnosis_parkinsons_gsd_category_2(lower_limbs)] || [diagnosis_parkinsons_gsd_category_2(dopamine_treatment)] || [diagnosis_parkinsons_gsd_category_2(absence_of_response)] || [diagnosis_parkinsons_gsd_category_2(cortical_sensory_loss)] || [diagnosis_parkinsons_gsd_category_2(dat_scan)] || [diagnosis_parkinsons_gsd_category_2(alternative_condition)]), 'No', 'Yes'))"
diagnosis_parkinsons_gsd_category_3,diagnosis_neurological_and_neurogenerative_di_ee01,,checkbox,"Category 3 - Supportive criteria","response_dopaminergic_therapy, Clear beneficial response to dopaminergic therapy | levodopa_induced_dyskinesia, Presence of levodopa-induced dyskinesia | rest_tremor, Rest tremor of a limb | mibg, The presence of either olfactory loss or cardiac sympathetic denervation on MIBG scintigraphy (although the latter is rarely done in current practice)",,,,,,,y,,,,,
diagnosis_parkinsons_gsd_category_3_calculation,diagnosis_neurological_and_neurogenerative_di_ee01,,text,"Category 3 Criteria Met",,,,,,,,,,,,," @CALCTEXT(if([diagnosis_parkinsons_gsd_category_3(response_dopaminergic_therapy)] + [diagnosis_parkinsons_gsd_category_3(levodopa_induced_dyskinesia)] + [diagnosis_parkinsons_gsd_category_3(rest_tremor)] + [diagnosis_parkinsons_gsd_category_3(mibg)] > 1, 'Yes', 'No'))"
diagnosis_parkinsons_gsd_calculation,diagnosis_neurological_and_neurogenerative_di_ee01,,text,"Does the patient meet the diagnostic criteria for Parkinson's Disease (Parkinsonism) based on the criteria above?",,,,,,,,,,,,," @CALCTEXT(if([diagnosis_parkinsons_gsd_category_1_calculation] = 'Yes' && [diagnosis_parkinsons_gsd_category_2_calculation] = 'Yes' && [diagnosis_parkinsons_gsd_category_3_calculation] = 'Yes' , 'Yes', 'No'))"
diagnosis_parkinsons_disease_subtype,diagnosis_neurological_and_neurogenerative_di_ee01,"2. Disease Type",radio,"Specify the subtype of Parkinson's Disease in the patient:","ipd, Idiopathic Parkinson's Disease (IPD) | msa, Multiple System Atrophy (MSA) | psp, Progressive Supranuclear Palsy (PSP) | cbd, Corticobasal Degeneration (CBD) | dlb, Dementia with Lewy Bodies (DLB) | other, Other Parkinsonism or Atypical Parkinsonism | notSure, Not Sure / Undetermined",,,,,,,y,,,,,
diagnosis_parkinsons_disease_subtype_other,diagnosis_neurological_and_neurogenerative_di_ee01,,text,"If you selected ""Other Parkinsonism or Atypical Parkinsonism"", please specify:",,,,,,,"[diagnosis_parkinsons_disease_subtype] = 'other'",y,,,,,
diagnosis_parkinsons_etiology,diagnosis_neurological_and_neurogenerative_di_ee01,"3. Etiology",radio,"What is the suspected or known etiology of Parkinson's disease in the patient?","idiopathic, Idiopathic (unknown cause) | familialParkinsonsDisease, Familial Parkinson's Disease | environmentalFactors, Environmental factors",,,,,,,y,,,,,
diagnosis_parkinsons_etiology_fpd,diagnosis_neurological_and_neurogenerative_di_ee01,,text,"If you selected ""Familial Parkinson's Disease"", please specify the genetic mutation if known:",,,,,,,"[diagnosis_parkinsons_etiology] = 'familialParkinsonsDisease'",,,,,,
diagnosis_parkinsons_etiology_ef,diagnosis_neurological_and_neurogenerative_di_ee01,,text,"If you selected ""Environmental Factors"", please specify if known:",,,,,,,"[diagnosis_parkinsons_etiology] = 'environmentalFactors'",,,,,,
diagnosis_parkinsons_ds,diagnosis_neurological_and_neurogenerative_di_ee01,"4. Disease Severity",radio,"What is the current stage/severity of Parkinson's disease in the patient?
•	Hoehn and Yahr Scale:","stage1, Stage 1 (Unilateral involvement only) | stage2, Stage 2 (Bilateral involvement without impairment of balance) | stage3, Stage 3 (Bilateral involvement with mild to moderate impairment of balance) | stage4, Stage 4 (Severe disability but still able to walk or stand unassisted) | stage5, Stage 5 (Wheelchair-bound or bedridden unless aided)",,,,,,,y,,,,,
diagnosis_parkinsons_ma,diagnosis_neurological_and_neurogenerative_di_ee01,"5. Motor Assessment",checkbox,"Please provide scores or results from validated cognitive assessment tools:","updrs, Unified Parkinson's Disease Rating Scale (UPDRS) | other, Other motor assessment tool",,,,,,,y,,,,,
diagnosis_parkinsons_ma_uprds,diagnosis_neurological_and_neurogenerative_di_ee01,,radio,"Unified Parkinson's Disease Rating Scale (UPDRS)","partI, Part I (Intellectual function, mood, behavior) score | partII, Part II (Activities of daily living) score | partIII, Part III (Motor Examination) score | partIV, Part IV (Motor complications) score",,,,,,"[diagnosis_parkinsons_ma(updrs)] = 1",y,,,,,
diagnosis_parkinsons_ma_updrs_part_i_score,diagnosis_neurological_and_neurogenerative_di_ee01,,text,"Part I (Intellectual function, mood, behavior) score:",,,,,,,"[diagnosis_parkinsons_ma_uprds] = 'partI'",y,,,,,
diagnosis_parkinsons_ma_updrs_part_ii_score,diagnosis_neurological_and_neurogenerative_di_ee01,,text,"Part II (Activities of daily living) score:",,,,,,,"[diagnosis_parkinsons_ma_uprds] = 'partII'",y,,,,,
diagnosis_parkinsons_ma_updrs_part_iii_score,diagnosis_neurological_and_neurogenerative_di_ee01,,text,"Part III (Motor Examination) score:",,,,,,,"[diagnosis_parkinsons_ma_uprds] = 'partIII'",y,,,,,
diagnosis_parkinsons_ma_updrs_part_iv_score,diagnosis_neurological_and_neurogenerative_di_ee01,,text,"Part IV (Motor complications) score:",,,,,,,"[diagnosis_parkinsons_ma_uprds] = 'partIV'",y,,,,,
diagnosis_parkinsons_ma_other,diagnosis_neurological_and_neurogenerative_di_ee01,,text,"If you selected ""Other motor assessment tool"", please specify:",,,,,,,"[diagnosis_parkinsons_ma(other)] = 1",y,,,,,
diagnosis_parkinsons_non_motor_symptoms,diagnosis_neurological_and_neurogenerative_di_ee01,"6. Non-Motor Symptoms",radio,"Are there significant non-motor symptoms associated with Parkinson's disease in the patient?","yes, Yes | no, No",,,,,,,y,,,,,
diagnosis_parkinsons_non_motor_symptoms_yes,diagnosis_neurological_and_neurogenerative_di_ee01,,text,"If you selected ""Yes"", please specify:",,,,,,,"[diagnosis_parkinsons_non_motor_symptoms] = 'yes'",y,,,,,
diagnosis_parkinsons_treatment_obtained,diagnosis_neurological_and_neurogenerative_di_ee01,"7. Treatment Obtained",radio,"Has the patient undergone any treatment for Parkinson's disease?","yes, Yes | no, No",,,,,,,y,,,,,
diagnosis_parkinsons_treatment_obtained_yes,diagnosis_neurological_and_neurogenerative_di_ee01,,checkbox,Yes,"medications, Medications | npi, Non-pharmacological interventions",,,,,,"[diagnosis_parkinsons_treatment_obtained] = 'yes'",y,,,,,
diagnosis_parkinsons_treatment_obtained_yes_medications,diagnosis_neurological_and_neurogenerative_di_ee01,,checkbox,Medications:,"levodopa, Levodopa | dopamine_agonists, Dopamine agonists | mao_b, MAO-B inhibitors | amantadine, Amantadine | other, Other",,,,,,"[diagnosis_parkinsons_treatment_obtained] = 'yes' and [diagnosis_parkinsons_treatment_obtained_yes(medications)] = 1",y,,,,,
diagnosis_parkinsons_treatment_obtained_yes_medications_other,diagnosis_neurological_and_neurogenerative_di_ee01,,text,"If you selected ""Other"", please specify:",,,,,,,"[diagnosis_parkinsons_treatment_obtained] = 'yes' and [diagnosis_parkinsons_treatment_obtained_yes(medications)] = 1 and [diagnosis_parkinsons_treatment_obtained_yes_medications(other)] = 1",y,,,,,
diagnosis_parkinsons_treatment_obtained_yes_npi,diagnosis_neurological_and_neurogenerative_di_ee01,,checkbox,"Non-pharmacological interventions:","physical_therapy, Physical therapy | occupational_therapy, Occupational therapy | speech_therapy, Speech therapy | dbs, Deep Brain Stimulation (DBS) therapy | other, Other",,,,,,"[diagnosis_parkinsons_treatment_obtained] = 'yes' and [diagnosis_parkinsons_treatment_obtained_yes(npi)] = 1",y,,,,,
diagnosis_parkinsons_treatment_obtained_yes_npi_other,diagnosis_neurological_and_neurogenerative_di_ee01,,text,"If you selected ""Other"", please specify:",,,,,,,"[diagnosis_parkinsons_treatment_obtained] = 'yes' and [diagnosis_parkinsons_treatment_obtained_yes(npi)] = 1 and [diagnosis_parkinsons_treatment_obtained_yes_npi(other)] = 1",y,,,,,
diagnosis_als_gsd_category_1,diagnosis_neurological_and_neurogenerative_di_5967,"1. Gold Standard Diagnosis
Does the patient meet the diagnostic criteria for Amyotrophic Lateral Sclerosis (ALS) based on:",radio,"(1) Progressive motor impairment documented by history or repeated clinical assessment, preceded by normal motor function;","yes, Yes | no, No | notCertain, Not certain",,,,,,,y,,,,,
diagnosis_als_gsd_category_2,diagnosis_neurological_and_neurogenerative_di_5967,,radio,"(2) presence of UMN and LMN signs in at least 1 body region (with UMN and LMN dysfunction noted in the same body region if only one body region is involved) or LMN dysfunction in at least 2 body regions;  ","yes, Yes | no, No | notCertain, Not certain",,,,,,,y,,,,,
diagnosis_als_gsd_category_3,diagnosis_neurological_and_neurogenerative_di_5967,,radio,"(3) investigations excluding other disease processes.","yes, Yes | no, No | notCertain, Not certain",,,,,,,y,,,,,
diagnosis_als_gsd_calculation,diagnosis_neurological_and_neurogenerative_di_5967,,text,"Does the patient meet the diagnostic criteria for Amyotrophic Lateral Sclerosis (ALS) based on the criteria above?",,,,,,,,,,,,," @CALCTEXT(if([diagnosis_als_gsd_category_1] = 'yes' && [diagnosis_als_gsd_category_2] = 'yes' && [diagnosis_als_gsd_category_3] = 'yes' , 'Yes', 'No'))"
diagnosis_als_disease_subtype,diagnosis_neurological_and_neurogenerative_di_5967,"2. Type of ALS",radio,"Specify the type of ALS in the patient:","sporadicAls, Sporadic ALS | familialAls, Familial ALS | spinalAls, Spinal/limb-onset ALS | bulbarAls, Bulbar-onset ALS",,,,,,,y,,,,,
diagnosis_als_disease_subtype_familial,diagnosis_neurological_and_neurogenerative_di_5967,,text,"If you selected ""Familial ALS"", please specify the genetic mutation if known:",,,,,,,"[diagnosis_als_disease_subtype] = 'familialAls'",,,,,,
diagnosis_als_etiology,diagnosis_neurological_and_neurogenerative_di_5967,"3. Etiology",checkbox,"What is the suspected or known etiology of ALS in the patient?","genetic_factors, Genetic factors | environmental_factors, Environmental factors",,,,,,,y,,,,,
diagnosis_als_etiology_genetic_factors,diagnosis_neurological_and_neurogenerative_di_5967,,checkbox,"Genetic Factors","c9orf72, C9orf72 mutation | sod1, SOD1 mutation | other, Other genetic factors",,,,,,"[diagnosis_als_etiology(genetic_factors)] = 1",y,,,,,
diagnosis_als_etiology_genetic_factors_other,diagnosis_neurological_and_neurogenerative_di_5967,,text,"If you selected ""Other genetic factors"", please specify:",,,,,,,"[diagnosis_als_etiology_genetic_factors(other)] = 1",y,,,,,
diagnosis_als_etiology_environmental_factors,diagnosis_neurological_and_neurogenerative_di_5967,,text,"If you selected ""Environmental factors"", please specify:",,,,,,,"[diagnosis_als_etiology(environmental_factors)] = 1",y,,,,,
diagnosis_als_cp,diagnosis_neurological_and_neurogenerative_di_5967,"4. Clinical Presentation",checkbox,"Describe the clinical features and symptoms of ALS in the patient:","upper_motor_neuron, Upper Motor Neuron Signs (e.g., spasticity, hyperreflexia) | lower_motor_neuron, Lower Motor Neuron Signs (e.g., muscle weakness, atrophy, fasciculations) | bulbar_symptoms, Bulbar Symptoms (e.g., dysarthria, dysphagia) | respiratory_involvement, Respiratory Involvement",,,,,,,y,,,,,
diagnosis_als_dp,diagnosis_neurological_and_neurogenerative_di_5967,"5. Disease Progression",radio,"Please provide information on the current stage and progression of ALS:","earlyStage, Early Stage | intermediateStage, Intermediate Stage | advancedStage, Advanced Stage",,,,,,,y,,,,,
diagnosis_als_na_alsfrs_r_score,diagnosis_neurological_and_neurogenerative_di_5967,"6. Neurological Assessment
Please provide results from relevant neurological assessments:",text,"Revised ALS Functional Rating Scale (ALSFRS-R) score:",,,,,,,,,,,,,
diagnosis_als_na_fvc_percentage,diagnosis_neurological_and_neurogenerative_di_5967,,text,"Forced Vital Capacity (FVC) percentage (if measured):",,,,,,,,,,,,,
diagnosis_als_na_other,diagnosis_neurological_and_neurogenerative_di_5967,,text,"Other neurological assessment (please specify):",,,,,,,,,,,,,
diagnosis_als_idt_emg_ncs,diagnosis_neurological_and_neurogenerative_di_5967,"7. Imaging and Diagnostic Tests",text,"Electromyography (EMG) and Nerve Conduction Studies (NCS):",,,,,,,,,,,,,
diagnosis_als_idt_mri,diagnosis_neurological_and_neurogenerative_di_5967,,file,"Magnetic Resonance Imaging (MRI) of the brain and spinal cord:",,,,,,,,,,,,,
diagnosis_als_idt_lumbar_puncture,diagnosis_neurological_and_neurogenerative_di_5967,,text,"Lumbar Puncture (if performed, specify findings):",,,,,,,,,,,,,
diagnosis_als_idt_genetic_testing,diagnosis_neurological_and_neurogenerative_di_5967,,text,"Genetic testing (if applicable, specify results):",,,,,,,,,,,,,
diagnosis_als_idt_other,diagnosis_neurological_and_neurogenerative_di_5967,,text,"Other diagnostic tests (please specify):",,,,,,,,,,,,,
diagnosis_als_treatment_and_management,diagnosis_neurological_and_neurogenerative_di_5967,"8. Treatment and Management",radio,"Has the patient undergone any treatment or interventions for ALS?","yes, Yes | no, No",,,,,,,y,,,,,
diagnosis_als_treatment_and_management_yes,diagnosis_neurological_and_neurogenerative_di_5967,,checkbox,Yes,"medications, Medications | supportive_care, Supportive Care",,,,,,"[diagnosis_als_treatment_and_management] = 'yes'",y,,,,,
diagnosis_als_treatment_and_management_yes_medications,diagnosis_neurological_and_neurogenerative_di_5967,,checkbox,"Medications (if applicable):","riluzole, Riluzole | edaravone, Edaravone | sodium, Sodium phenylbutyrate/taurursodiol | tofersen, Tofersen | symptomatic_treatment, Symptomatic treatment (e.g., for spasticity, pain) | other, Other",,,,,,"[diagnosis_als_treatment_and_management] = 'yes' and [diagnosis_als_treatment_and_management_yes(medications)] = 1",y,,,,,
diagnosis_als_treatment_and_management_yes_medications_other,diagnosis_neurological_and_neurogenerative_di_5967,,text,"If you selected ""Other"", please specify:",,,,,,,"[diagnosis_als_treatment_and_management] = 'yes' and [diagnosis_als_treatment_and_management_yes(medications)] = 1 and [diagnosis_als_treatment_and_management_yes_medications(other)] = 1",y,,,,,
diagnosis_als_treatment_and_management_yes_supportive_care,diagnosis_neurological_and_neurogenerative_di_5967,,checkbox,"Supportive Care:","physical_therapy, Physical therapy | occupational_therapy, Occupational therapy | speech_therapy, Speech therapy | respiratory_support, Respiratory support (e.g., non-invasive ventilation) | nutrition_support, Nutrition and swallowing support | psychotherapy, Psychotherapy | other, Other",,,,,,"[diagnosis_als_treatment_and_management] = 'yes' and [diagnosis_als_treatment_and_management_yes(supportive_care)] = 1",y,,,,,
diagnosis_als_treatment_and_management_yes_supportive_care_other,diagnosis_neurological_and_neurogenerative_di_5967,,text,"If you selected ""Other"", please specify:",,,,,,,"[diagnosis_als_treatment_and_management] = 'yes' and [diagnosis_als_treatment_and_management_yes(supportive_care)] = 1 and [diagnosis_als_treatment_and_management_yes_supportive_care(other)] = 1",y,,,,,
diagnosis_healthy_developmentally_typical_children_ci,diagnosis_pediatric_disorders_healthy_developmenta,"1. Clinical Information",radio,"Can you confirm that based on the current clinical status this child is healthy and developmentally-typical at this time? (e.g., could this code (ICD 10 Z00. 129) be applied for a visit at this time)","yes, Yes | no, No",,,,,,,y,,,,,
session_id,session,,text,"Session ID",,,,,,,,y,,,,," @READONLY"
session_status,session,,radio,"Session Status","1, In Progress | 2, Completed",,,,,,,y,,,,," @READONLY"
session_started_at,session,,text,"Session Started At",,,,,,,,,,,,," @READONLY"
session_completed_at,session,,text,"Session Completed At",,,,,,,,,,,,," @READONLY"
session_duration,session,,text,"Session Duration (seconds)",,,number,0,,,,,,,,," @READONLY"
session_site,session,,radio,"Session Site?","bch, BCH | mit, MIT | mt_sinai, Mt. Sinai | usf, USF | vumc, VUMC | wcm, WCM",,,,,,,y,,,,," @READONLY"
acoustic_task_id,acoustic_task,,text,"Acoustic Task ID",,,,,,,,y,,,,," @READONLY"
acoustic_task_session_id,acoustic_task,,text,"Session ID",,,,,,,,y,,,,," @READONLY"
acoustic_task_name,acoustic_task,,text,"Acoustic Task Name",,,,,,,,y,,,,," @READONLY"
acoustic_task_cohort,acoustic_task,,text,"Acoustic Task Cohort",,,,,,,,y,,,,," @READONLY"
acoustic_task_status,acoustic_task,,radio,"Acoustic Task Status","1, Skipped | 2, Completed",,,,,,,,,,,," @READONLY"
acoustic_task_started_at,acoustic_task,,text,"Acoustic Task Started At",,,,,,,,,,,,," @READONLY"
acoustic_task_completed_at,acoustic_task,,text,"Acoustic Task Completed At",,,,,,,,,,,,," @READONLY"
